compra_renta,tipo,precio,superficie,municipio,recamaras,banios,publicado,sitio
Renta, Se Renta Casa Puerta de Hierro ,MX$15.000,," 64349, Monterrey, Nuevo León ",  1 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Departamento En Renta Santa Catarina ,MX$14.000,  150 m² ," Santa Catarina, Nuevo León ",  3 Rec. ,  4 Baños ,Hace 3 días,Lamudi
Renta, Renta Baratisima De Terreno Comercial ,MX$5.000,  165 m² ," 65555, Nuevo León ",,,Hace 26 días,Icasas.mx
Renta, Renta De Oficina Padre Mier Centro De Monterrey ,MX$145.000,  810 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Renta Local En El Centro De Apodaca Planta Alta ,MX$15.000,  105 m² ," Apodaca, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Oficinas En Planta Alta Cerca De Tecnológico De Monterrey Al Sur De La Ciudad ,MX$14.000,  150 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Departamento Amueblado de 3 recamaras en Renta, Portal del Norte ",MX$15.000,  150 m² ," 65763, General Zuazua, Nuevo León ",  3 Rec. ,  3 Baños ,Hace +30 días,Vivanuncios
Renta, Local Comercial En Renta Col. San Miguel Piso 3 Guadalupe ,MX$15.000,  98 m² ," Guadalupe, Nuevo León ",,,Hace 24 días,Lamudi
Renta," Terreno En Renta Sobre Ave Teofilo Salinas En Centro De Juarez, nl ",MX$20.000,," Benito Juárez, Juárez, Nuevo León ",,,Hace +30 días,Icasas.mx
Renta, Bodega Con Subestación ,MX$60.000,  940 m² ," General Escobedo, Nuevo León ",,,Hace 27 días,Lamudi
Renta, Renta De Loft Ambueblado/ Rosas 502 ,MX$18.000,  40 m² ," San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 21 días,Lamudi
Renta, Renta De Local En Plaza Sendero Escobedo ,MX$25.000,  41 m² ," General Escobedo, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Renta de casa en puerta de hierro. Privada alta vista ,MX$20.000,," Monterrey, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Renta De Bodega En Av. Altamisa Col. Chapultepec Sur ,MX$225.000,  2.250 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa En Venta Sierra Alta Rincon De La Montaña ,,  711 m² ," Monterrey, Nuevo León ",  4 Rec. ,  5 Baños ,Hace 9 días,Icasas.mx
Renta," Local En Renta Col. Provivienda En Guadalupe, N. L ",MX$5.000,  75 m² ," Guadalupe, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Renta De Terreno Comercial En Centro De Monterrey ,MX$35.700,  420 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Terreno En Renta De 5637 Metros Industrial Santiago Nuevo León ,MX$84.555,," Santiago, Nuevo León ",,,Hace 17 días,Lamudi
Renta," En Renta | Bodega Industrial | General Escobedo, Nuevo León ",,  6.389 m² ," General Escobedo, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Terreno En Renta 5000 Metros Industrial Libramiento Noreste Escobedo Nuevo León ,MX$150.000,," General Escobedo, Nuevo León ",,,Hace 17 días,Lamudi
Renta," Departamento en Renta en Santa Fe Living, Guadalupe Nuevo León ",MX$16.500,  83 m² ," 67117, Melchor Ocampo, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 13 días,Vivanuncios
Renta, Locales Comerciales Ave. Lazaro Cardenas ,MX$9.500,  52 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Renta Casa Amueblada Mitras Poniente Sector Jordan ,MX$8.500,  80 m² ," 66023, García, Nuevo León ",  3 Rec. ,  2 Baños ,Hace 20 días,Vivanuncios
Renta, Renta Casa Cumbres Platinum ,MX$25.000,  144 m² ," Monterrey, Nuevo León ",  3 Rec. ,  4 Baños ,Hace 28 días,Lamudi
Renta, Renta De Terreno Escobedo ,MX$90.000,," General Escobedo, Nuevo León ",,,Hace +30 días,Icasas.mx
Renta, Oficinasenrentaencontry Lux ,MX$15.000,  65 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Localesenrentaencontry ,MX$101.150,  1.237 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Renta Departamento Torre Liu, San Pedro ",MX$48.000,," San Pedro Garza García, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 17 días,Lamudi
Renta, Casas Renta Monterrey Zona Centro 40-CR-6743 ,MX$10.000,  5 m² ," 64000, Monterrey, Nuevo León ",  2 Rec. ,  1 Baños ,Hace +30 días,Vivanuncios
Renta, Renta De Terreno En Los Lermas ,MX$83.000,," Guadalupe, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Terreno En Renta En Av Universidad San Nicolás ,MX$95.000,," 66458, San Nicolás de los Garza, Nuevo León ",,,Hace +30 días,Icasas.mx
Renta, Casa En Renta Yerbaniz ,MX$35.000,  400 m² ," Santiago, Nuevo León ",  3 Rec. ,  3 Baños ,Hace +30 días,Lamudi
Renta," Casa En Renta En Apodaca Amueblada 3 Recamaras, 2 Baños 1/2 ",MX$18.500,  170 m² ," Apodaca, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Lamudi
Renta, Local Rocallosos ,MX$24.670,  49 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casas Renta Juárez Zona Juárez 40-CR-6663 ,MX$80.000,  58 m² ," 67265, Juárez, Nuevo León ",  2 Rec. ,  3 Baños ,Hace +30 días,Vivanuncios
Renta," Renta De Departamento En Cumbres, Mty Nl ",MX$13.000,  150 m² ," Monterrey, Nuevo León ",  2 Rec. ,  1 Baños ,Hace 3 días,Lamudi
Renta, Edificio En Venta Col Obispado ,MX$150.000,  1.738 m² ," Monterrey, Nuevo León ",,,Hace +1 año,Icasas.mx
Renta," Hermoso Departamento En Renta Tipo Loft, Valle Poniente ",MX$20.000,  59 m² ," Santa Catarina, Nuevo León ",  1 Rec. ,  1 Baños ,Hace +30 días,Lamudi
Renta, Oficina En Kio (Gomes Morin) ,MX$56.600,  95 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Terreno En Renta Apodaca ,MX$200.000,," Apodaca, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Torre luzia, departamento en renta, santa lucia ",MX$28.000,  76 m² ," Monterrey, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 16 días,Vivanuncios
Renta, Casa De Uso Habitacional O Comercial Cumbres 3er Sector ,MX$40.000,  390 m² ," Monterrey, Nuevo León ",  5 Rec. ,  5 Baños ,Hace +30 días,Lamudi
Renta," Terreno Comercial Renta Torres De Santo Domingo, San Nicolás De Los Garza, N. L ",MX$230.000,  10.000 m² ," 66440, San Nicolás de los Garza, Nuevo León ",,,Hace 26 días,Icasas.mx
Renta," Frac Maya Privado Renta Casa $9,000 3 Rec En Guadalupe N. L ",MX$9.000,  119 m² ," Guadalupe, Nuevo León ",  3 Rec. ,  3 Baños ,Hace 3 días,Lamudi
Renta, Casa En Renta Privadas Borneo Apodaca ,MX$11.000,," Apodaca, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Lamudi
Renta, Local Centro Comercial La Fe ,MX$89.700,  230 m² ," San Nicolás de los Garza, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Bodega En Renta De 1500 Metros En San Nicolas De Los Garza Nuevo Leon ,MX$120.000,  1.500 m² ," San Nicolás de los Garza, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Terreno Industrial En Renta De 7000 Metros En Escobedo Nuevo Leon ,MX$140.000,," General Escobedo, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Bodega En Renta De 960 Metros En Parque Guadalupe Nuevo León ,MX$85.000,," Guadalupe, Nuevo León ",,,Hace 17 días,Lamudi
Renta," Casa sola en renta en Residencial Terranova, Juárez, Nuevo León ",MX$7.500,  110 m² ," Juárez, Nuevo León ",  4 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Casa - Privada la Castaña ,MX$13.000,," Apodaca, Nuevo León ",  4 Rec. ,  3 Baños ,Hace +30 días,Vivanuncios
Renta, Renta Local Comercial Planta Baja Plaza Aguilas Zona Valle ,MX$23.500,  41 m² ," San Pedro Garza García, Nuevo León ",,,Hace 23 días,Lamudi
Renta," Renta De Casa Colonia Privada, Escobedo, N. L. Carretera A Laredo ",MX$13.500,," 66054, General Escobedo, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Icasas.mx
Renta," Casa A 200 Metros De Plaza Cumbres $4,950 ",MX$4.950,  55 m² ," Monterrey, Nuevo León ",  2 Rec. ,  1 Baños ,Hace 2 días,Lamudi
Renta, Bodega Apodaca ,MX$88.000,  870 m² ," Apodaca, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Oficina En Renta Valle ,MX$75.000,  100 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Loft en renta una cuadra abajo de alfonso reyes ,MX$14.500,  45 m² ," 66250, San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace +30 días,Vivanuncios
Renta, Oficinas Avalanz (Valle Oriente) ,MX$35.600,  98 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Esquina En Renta Zona Centro ,MX$177.000,  430 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Icasas.mx
Renta, 365388- departamento en renat en fuentes del valle ,MX$16.000,," 66220, San Pedro Garza García, Nuevo León ",  2 Rec. ,  1 Baños ,Hace +1 año,Vivanuncios
Renta, Terreno En Renta En Bernardo Reyes En Niño Artillero Monterrey ,MX$500.000,," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casas Renta Juárez Zona Juárez 40-CR-4962 ,MX$8.000,  6 m² ," 67257, Juárez, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +1 año,Vivanuncios
Renta, Renta Loft Amueblado Torre Lovft (Valle Poniente) ,MX$20.000,  54 m² ," 66353, Santa Catarina, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 20 días,Vivanuncios
Renta," Loft Amueblado en Renta Cumbres Allegro en Amairé, Monterrey, N. L ",MX$14.000,  40 m² ," 64345, Monterrey, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 14 días,Vivanuncios
Renta, Casa En Renta Colinas San Jeronimo ,MX$22.000,," Monterrey, Nuevo León ",  3 Rec. ,  3 Baños ,Hace 21 días,Icasas.mx
Renta, Localesenrentaencontry ,MX$78.000,  270 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Departamento en Renta, Torre La Meseta, Residencial Dinastía ",MX$24.000,," 64264, Monterrey, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 5 días,Vivanuncios
Renta, Casa en renta apodaca ex hacienda san francisco ,MX$6.900,  55 m² ," 66600, Apodaca, Nuevo León ",  2 Rec. ,  1 Baños ,Hace 1 día,Vivanuncios
Renta, Loft en renta en Valle Poniente ,MX$21.500,," 66196, San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace +30 días,Vivanuncios
Renta, Terreno - Santa Catarina ,MX$150.000,," Santa Catarina, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Local Comercial Con Estacionamiento ,MX$20.000,  121 m² ," 66430, San Nicolás de los Garza, Nuevo León ",,,Hace 26 días,Icasas.mx
Renta, Departamento en renta en valle oriente ,MX$45.820,," 66278, San Pedro Garza García, Nuevo León ",  2 Rec. ,  2 Baños ,Hace +1 año,Vivanuncios
Renta, Loft en Renta en San Pedro ,MX$17.000,  44 m² ," 66220, San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 5 días,Vivanuncios
Renta, Quinta Campestre Carretera Nacional - Los Rodriguez - 6629 ,MX$20.000,  120 m² ," Los Rodriguez, Santiago, Santiago, Nuevo León ",  1 Rec. ,  1 Baños ,Hace +30 días,Lamudi
Renta, Local En Renta Plaza Vantash ,MX$18.000,  38 m² ," San Pedro Garza García, Nuevo León ",,  1 Baños ,Hace 17 días,Lamudi
Renta, Terreno En Renta De 5000 Metros Industrial Av. Concordia Apodaca Nuevo León ,MX$150.000,," Apodaca, Nuevo León ",,,Hace 17 días,Lamudi
Renta," Casa Nueva en Renta, Ferrara Residencial, Dominio Cumbres, García, Nuevo León ¡Estrénala! ",MX$14.500,  174 m² ," 66036, García, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Bodega En Venta 785 Metros En Parque Santa Catarina Nuevo Leon ,MX$44.000,," Santa Catarina, Nuevo León ",,,Hace 17 días,Lamudi
Renta," Departamento en renta amueblado en fuentes del valle, san pedro garza garcia, nuevo león ",MX$23.000,," San Pedro Garza García, Nuevo León ",  1 Rec. ,,Hace +30 días,Vivanuncios
Renta, Casa en renta en cerradas de cumbres ,MX$14.000,  192 m² ," Monterrey, Nuevo León ",  3 Rec. ,  2 Baños ,Hace 16 días,Vivanuncios
Renta, Casa - Valle De Cumbres ,MX$16.000,  207 m² ," Monterrey, Nuevo León ",  3 Rec. ,  3 Baños ,Hace +30 días,Icasas.mx
Renta, Suite Ejecutiva Tipo Loft Equipada ,MX$21.000,," Santa Catarina, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 8 días,Vivanuncios
Renta," Oficina En Renta Sobre Lazaro Cardenas, San Pedro Garza Garcia ",MX$40.000,  200 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa renta apodaca ,MX$9.500,," 66649, Apodaca, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Renta De Bodega En Parque Kalos Huinala ,,  2.222 m² ," Apodaca, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Departamento en renta cerca la huasteca y valle poniente huasteca living santa catarina ,MX$12.000,," Santa Catarina, Nuevo León ",  2 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta," Se Renta Terreno Industrial, Santa Catarina, Colindante A Vias Del Tren ",,," Santa Catarina, Nuevo León ",,,Hace +30 días,Icasas.mx
Renta, Local Comercial A Un Costado De Farmacia Guadalajara (Simón Bolivar) ,MX$11.500,  73 m² ," Montemorelos, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa En Renta Privada Codornices En San Pedro Garza Garcia N. L ,MX$100.000,  505 m² ," San Pedro Garza García, Nuevo León ",  3 Rec. ,  3 Baños ,Hace +30 días,Lamudi
Renta, Departamento - Apodaca ,MX$12.900,," Apodaca, Nuevo León ",  2 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Hermoso departamento equipado ,MX$15.500,," Monterrey, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 17 días,Vivanuncios
Renta, Terreno En Renta ,MX$15.000,," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Renta De Terreno En El Centro De Pesqueria, N. L ",MX$30.000,," 66650, Pesquería, Nuevo León ",,,Hace +30 días,Icasas.mx
Renta, Departamento en renta en valle ,MX$16.000,  80 m² ," San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 23 días,Vivanuncios
Renta, Local Comercial De 58m2 A Un Costado De Farmacia Guadalajara (Paseo Guadalpue) ,MX$9.000,  58 m² ," Guadalupe, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Local Comercial En Renta Colonia Villa Las Fuentes Zona Sur ,MX$9.500,  50 m² ," Monterrey, Nuevo León ",,,Hace 23 días,Lamudi
Renta, Local En Zona Sur ,MX$27.000,  90 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa - Privadas Del Parque ,MX$12.000,," Apodaca, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Departamentos En Renta Del Valle ,MX$484.325,  450 m² ," 66220, San Pedro Garza García, Nuevo León ",,  2 Baños ,Hace +30 días,Icasas.mx
Renta, Local Comercial En Renta Plaza 145 Lomas Del Roble San Nicolas ,MX$14.500,  50 m² ," San Nicolás de los Garza, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Departamento Amueblado Sin Deposito, Zona Lindavista, Gpe. Serv Incluidos ",MX$12.000,  72 m² ," Guadalupe, Nuevo León ",  1 Rec. ,  1 Baños ,Hace +30 días,Lamudi
Renta, Bodega Renta Guadalupe Finsa ,MX$486.000,  5.400 m² ," Guadalupe, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Departamento - Santa Catarina ,MX$15.000,," Santa Catarina, Nuevo León ",  10 Rec. ,,Hace +30 días,Vivanuncios
Renta, Departamento - Monterrey ,MX$25.000,," Monterrey, Nuevo León ",  10 Rec. ,,Hace +30 días,Vivanuncios
Renta," Renta de casa fraccionamiento mandara, en garcia, nuevo leon ",MX$9.000,," 66023, García, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Warehouse Rental Of 3050 Meters In Industrial Park Apodaca Nuevo Leon ,MX$213.500,  3.050 m² ," Apodaca, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Terreno Con Carretera Y Vías De Tren ,MX$150.000,," Santa Catarina, Nuevo León ",,,Hace +30 días,Icasas.mx
Renta, Casa - Monterrey ,MX$17.000,," Monterrey, Nuevo León ",  10 Rec. ,,Hace +30 días,Vivanuncios
Renta, Casa - Monterrey ,MX$22.500,," Monterrey, Nuevo León ",  10 Rec. ,,Hace +30 días,Vivanuncios
Renta, Bodega Renta Guadalupe Valle Soleado ,MX$68.775,  917 m² ," Guadalupe, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa - Monterrey ,MX$23.000,," Monterrey, Nuevo León ",  10 Rec. ,,Hace +30 días,Vivanuncios
Renta," Casa en Renta Bello Amanecer, Guadalupe, N. L ",MX$8.000,  130 m² ," 67132, Guadalupe, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta," Terreno En Renta En Ave Principal Centro De Juarez, nl ",MX$30.000,," Juárez, Nuevo León ",,,Hace +30 días,Icasas.mx
Renta," Casa en Renta en Bosques del Rey, Guadalupe ",MX$8.500,," Guadalupe, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Casa En Renta Las Palmas Guadalupe - 7933 ,MX$7.500,  110 m² ," Guadalupe, Nuevo León ",  2 Rec. ,  1 Baños ,Hace +30 días,Lamudi
Renta," Departamentos renta, guadalupe, n.L ",MX$16.000,," 67125, Guadalupe, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 2 días,Vivanuncios
Renta," PRO4634 Departamentos en Renta, Contry la Silla en Guadalupe ",MX$9.000,  30 m² ," 67173, Guadalupe, Nuevo León ",  1 Rec. ,  1 Baños ,Hace +1 año,Vivanuncios
Renta, Casa en venta colonia contry la silla monterrey n l ,,  380 m² ," 67173, Guadalupe, Nuevo León ",  3 Rec. ,  4 Baños ,Hace +1 año,Vivanuncios
Renta," Se Renta Terreno Industrial, Santa Catarina, Colindante A Vias Del Tren ",,," Santa Catarina, Nuevo León ",,,Hace +30 días,Icasas.mx
Renta, Casa renta bosques del contry en guadalupe ,MX$23.000,," 67176, Guadalupe, Nuevo León ",  4 Rec. ,  4 Baños ,Hace +30 días,Vivanuncios
Renta, Bodega Industrial - Montemorelos ,MX$17.000,," Montemorelos, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Casa en Renta las Palmas Guadalupe - 7933 ,MX$7.500,," 67192, Guadalupe, Nuevo León ",  2 Rec. ,  1 Baños ,Hace +30 días,Vivanuncios
Renta, Renta De Bodega En Parque Kalos Guadalupe Aeropuerto ,,  5.624 m² ," Guadalupe, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Departamento En Renta En Contry La Silla ,MX$21.000,  140 m² ," Guadalupe, Nuevo León ",  2 Rec. ,  3 Baños ,Hace +30 días,Lamudi
Renta," Valle De Las Grutas, García, N. L ",MX$30.000,  650 m² ," García, Nuevo León ",,,Hace 26 días,Icasas.mx
Renta, Oficina En Renta En La Republica En Monterrey ,MX$120.000,  542 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Bodega Renta Santa Catarina ,MX$84.006,  1.077 m² ," Santa Catarina, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa en Renta en Rivera de Linda Vista ,MX$11.500,," Guadalupe, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Bodega Renta Apodaca ,MX$234.000,  3.000 m² ," Apodaca, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casas Renta Apodaca Zona Apodaca 01-CR-11633 ,MX$8.500,  6 m² ," 66612, Apodaca, Nuevo León ",  3 Rec. ,  1 Baños ,Hace 10 días,Vivanuncios
Renta, Terreno Comercial En Renta En Ciénega De Flores ,MX$75.000,," Ciénega de Flores, Nuevo León ",,,Hace +30 días,Icasas.mx
Renta, Casa en renta en col. Portal zuazua en zuazua nuevo leon ,MX$15.000,," 65750, General Zuazua, Nuevo León ",  4 Rec. ,  3 Baños ,Hace 15 días,Vivanuncios
Renta, Bodega En Renta De 1131 Metros Parque Industrial En Escobedo Nuevo León ,MX$79.170,," General Escobedo, Nuevo León ",,,Hace 17 días,Lamudi
Renta," Departamento En Renta, Distrito Domo, Santa Catarina ",MX$20.000,  80 m² ," Santa Catarina, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 13 días,Lamudi
Renta, Oficina Cumbres Business Center ,MX$21.000,  58 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Departamentos Renta Guadalupe Zona Guadalupe 40-DR-6758 ,MX$10.000,," 67168, Guadalupe, Nuevo León ",  2 Rec. ,  1 Baños ,Hace 19 días,Vivanuncios
Renta," En Renta Departamento Torre Dana Complejo Arboleda, Zona San Pedro ",MX$33.000,  47 m² ," San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 10 días,Lamudi
Renta," Renta de departamento torre caliza, santa catarina, nl ",MX$26.000,," 66376, Santa Catarina, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta," Casa En Renta Colonia Cuauhtémoc, San Nicolas De Los Garza, N. L ",MX$22.000,," 66450, San Nicolás de los Garza, Nuevo León ",  3 Rec. ,  1 Baños ,Hace +30 días,Icasas.mx
Renta, Departamento en renta bakara ,MX$23.000,," 64650, Monterrey, Nuevo León ",  2 Rec. ,  2 Baños ,Hace +1 año,Vivanuncios
Renta, Departamento de lujo vista hermosa 2 ,MX$24.500,  145 m² ," 64620, Monterrey, Nuevo León ",  2 Rec. ,  1 Baños ,Hace +30 días,Vivanuncios
Renta, Renta de departamento en monterrey ,MX$18.500,," 64830, Monterrey, Nuevo León ",  1 Rec. ,  1 Baños ,Hace +30 días,Vivanuncios
Renta," Departamento En Renta, Distrito Domo, Santa Catarina ",MX$24.000,  90 m² ," Santa Catarina, Nuevo León ",  3 Rec. ,  2 Baños ,Hace 13 días,Lamudi
Renta, Departamento en renta por mitras centro y clinica 17 imss monterrey ,MX$13.000,," Monterrey, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 16 días,Vivanuncios
Renta, Renta De Terreno Comercial En Esquina En Garcia N. L ,MX$30.000,  650 m² ," 66023, García, Nuevo León ",,,Hace 26 días,Icasas.mx
Renta, Casas Renta Apodaca 24-CR-6624 ,MX$12.500,  7 m² ," 66612, Apodaca, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Departamento en renta en el lechugal ,MX$22.000,  80 m² ," Santa Catarina, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 23 días,Vivanuncios
Renta," Departamento en renta en distrito domo, santa catarina ",MX$24.000,  95 m² ," Santa Catarina, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 23 días,Vivanuncios
Renta, Oficina Cumbres Business Center ,MX$24.000,  73 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Terreno En Renta En Vistas Del Rio En Juárez. 7610 ,MX$35.000,," Benito Juárez, Juárez, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Edificio De Oficinas En Renta En Privilegiada Ubicación ,MX$278.000,  1.500 m² ," Monterrey, Nuevo León ",,,Hace +1 año,Icasas.mx
Renta," PRO5477 Casas en Renta, Contry Sol en Guadalupe ",MX$32.000,  373 m² ," 67174, Guadalupe, Nuevo León ",  4 Rec. ,  4 Baños ,Hace +30 días,Vivanuncios
Renta," Hermoso Local En Renta En El Sur De Monterrey, Plaza Comercial Covarrubias ",MX$14.500,  45 m² ," La Primavera, Galeana, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Local Plaza Comercial Zona Huinala Apodaca Nl ,MX$39.000,  150 m² ," Apodaca, Nuevo León ",,,Hace 15 días,Lamudi
Renta," PRO5500 Casas en Renta, Terrazas en Guadalupe ",MX$12.000,  147 m² ," Guadalupe, Nuevo León ",  3 Rec. ,  2 Baños ,Hace 2 días,Vivanuncios
Renta," Nave Industrial En Guadalupe 4,274 M2 ",MX$406.030,  4.274 m² ," Guadalupe, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Terreno Comercial En Renta, Hda. Los Morales San Nicolas N. L ",MX$18.500,," San Nicolás de los Garza, Nuevo León ",,,Hace +30 días,Icasas.mx
Renta," Casa amueblada en renta Paseo Amberes, Guadalupe, N. L ",MX$11.000,," 67130, Guadalupe, Nuevo León ",  3 Rec. ,  2 Baños ,Hace 7 días,Vivanuncios
Renta, Local Comercial En Renta Guadalupe Nuevo Leon Carretera A Reynosa ,MX$170.250,  520 m² ," Guadalupe, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Terreno Industrial En Renta En Santa Catarina, Nuevo León ",MX$160.640,," Santa Catarina, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Departamento en renta Nueva Lindavista Guadalupe Nuevo León Equipado ,MX$10.000,  87 m² ," Guadalupe, Nuevo León ",  2 Rec. ,  1 Baños ,Hace +1 año,Vivanuncios
Renta, Departamento en Renta Amueblado en Nave 01 Apodaca Nuevo León ,MX$14.000,  70 m² ," 66634, El Milagro, Galeana, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 21 días,Vivanuncios
Renta, Local En Renta De 135 Metros Colonia Centro De Apodaca ,MX$20.000,  75 m² ," Apodaca, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Casa en renta mision san jose apodaca ,MX$9.500,," 66612, Apodaca, Nuevo León ",  3 Rec. ,  1 Baños ,Hace +30 días,Vivanuncios
Renta, Local En Renta De 65 Metros Colonia Centro De Apodaca ,MX$10.000,  75 m² ," Apodaca, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Terreno - Cadereyta Jiménez ,MX$364.000,," General Escobedo, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Casa Muy Grande En Renta En El Uro En Carretera Nacional ,MX$99.000,," Monterrey, Nuevo León ",  6 Rec. ,  6 Baños ,Hace +30 días,Icasas.mx
Renta, Bodega Renta Monterrey Centro ,MX$120.000,  1.900 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Renta de departamento en privada cumbres ,MX$11.500,  78 m² ," 64180, Monterrey, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 4 días,Vivanuncios
Renta, Casa contry silla ,MX$55.000,  808 m² ," 67173, Guadalupe, Nuevo León ",  4 Rec. ,  5 Baños ,Hace +30 días,Vivanuncios
Renta, Terreno - Salinas Victoria ,MX$300.000,," Salinas Victoria, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Oficina Avanta Gardens ,MX$195.000,  500 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
